property_id,property_name,parent_account,segment,week_start,sessions,conversions,conv_rate
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2024-12-30,1733,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-01-06,5358,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-01-13,4961,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-01-20,4284,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-01-27,2982,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-02-03,2040,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-02-10,1708,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-02-17,1992,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-02-24,1619,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-03-03,1499,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-03-10,2281,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-03-17,2353,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-03-24,2011,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-03-31,2000,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-04-07,2229,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-04-14,1750,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-04-21,2467,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-04-28,2071,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-05-05,2202,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-05-12,1856,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-05-19,2337,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-05-26,2127,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-06-02,2223,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-06-09,2031,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-06-16,1874,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-06-23,652,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-06-30,659,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-07-07,1046,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-07-14,1081,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-07-21,724,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-07-28,785,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-08-04,833,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-08-11,709,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-08-18,1215,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-08-25,1672,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-09-01,1816,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-09-08,2234,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-09-15,1800,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-09-22,2621,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-09-29,1983,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-10-06,2712,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-10-13,2636,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-10-20,2818,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-10-27,2239,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-11-03,2530,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-11-10,2893,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-11-17,3180,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-11-24,3941,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-12-01,3157,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-12-08,2495,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-12-15,2209,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-12-22,1071,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2025-12-29,1041,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-01-05,1104,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-01-12,2143,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-01-19,2973,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-01-26,2806,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-02-02,2391,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-02-09,2552,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-02-16,3176,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-02-23,3541,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-03-02,2554,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-03-09,2450,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-03-16,3539,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-03-23,3061,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-03-30,1636,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-04-06,1884,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-04-13,2100,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-04-20,1978,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-04-27,1802,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,,2026-05-04,1634,0.0,0.0
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-03-04,673,57.0,8.47
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-03-11,2677,307.0,11.47
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-03-18,2630,277.0,10.53
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-03-25,1867,199.0,10.66
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-04-01,2050,226.0,11.02
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-04-08,2676,263.0,9.83
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-04-15,3189,304.0,9.53
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-04-22,2944,230.0,7.81
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-04-29,2445,242.0,9.9
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-05-06,3638,347.0,9.54
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-05-13,3431,274.0,7.99
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-05-20,3909,290.0,7.42
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-05-27,3362,301.0,8.95
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-06-03,3999,334.0,8.35
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-06-10,3732,321.0,8.6
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-06-17,3544,288.0,8.13
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-06-24,3466,334.0,9.64
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-07-01,3067,283.0,9.23
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-07-08,3093,290.0,9.38
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-07-15,3636,295.0,8.11
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-07-22,2790,293.0,10.5
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-07-29,2869,291.0,10.14
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-08-05,3040,297.0,9.77
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-08-12,2947,300.0,10.18
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-08-19,3075,321.0,10.44
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-08-26,3167,353.0,11.15
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-09-02,3473,333.0,9.59
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-09-09,3021,307.0,10.16
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-09-16,2784,348.0,12.5
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-09-23,4351,428.0,9.84
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-09-30,3703,319.0,8.61
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-10-07,3391,312.0,9.2
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-10-14,2922,365.0,12.49
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-10-21,3099,341.0,11.0
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-10-28,2210,269.0,12.17
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-11-04,3494,342.0,9.79
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-11-11,4063,439.0,10.8
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-11-18,3223,334.0,10.36
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-11-25,3891,391.0,10.05
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-12-02,3498,391.0,11.18
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-12-09,3941,485.0,12.31
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-12-16,927,101.0,10.9
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-12-23,455,48.0,10.55
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2024-12-30,1762,155.0,8.8
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-01-06,5446,555.0,10.19
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-01-13,4945,483.0,9.77
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-01-20,4312,426.0,9.88
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-01-27,2982,304.0,10.19
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-02-03,1907,302.0,15.84
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-02-10,1604,232.0,14.46
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-02-17,1873,282.0,15.06
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-02-24,1560,198.0,12.69
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-03-03,1418,163.0,11.5
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-03-10,2194,285.0,12.99
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-03-17,2241,273.0,12.18
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-03-24,1932,236.0,12.22
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-03-31,1931,247.0,12.79
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-04-07,2106,350.0,16.62
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-04-14,1680,264.0,15.71
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-04-21,2384,364.0,15.27
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-04-28,1985,281.0,14.16
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-05-05,2111,348.0,16.49
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-05-12,1794,262.0,14.6
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-05-19,2152,318.0,14.78
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-05-26,1979,314.0,15.87
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-06-02,2121,276.0,13.01
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-06-09,1933,231.0,11.95
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-06-16,1817,316.0,17.39
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-06-23,651,98.0,15.05
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-06-30,652,32.0,4.91
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-07-07,1058,56.0,5.29
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-07-14,1086,49.0,4.51
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-07-21,724,32.0,4.42
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-07-28,793,38.0,4.79
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-08-04,844,26.0,3.08
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-08-11,717,40.0,5.58
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-08-18,1269,80.0,6.3
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-08-25,1681,121.0,7.2
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-09-01,1823,108.0,5.92
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-09-08,2233,160.0,7.17
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-09-15,1804,154.0,8.54
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-09-22,2610,189.0,7.24
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-09-29,1974,147.0,7.45
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-10-06,2700,217.0,8.04
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-10-13,2617,209.0,7.99
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-10-20,2839,181.0,6.38
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-10-27,2256,158.0,7.0
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-11-03,2522,198.0,7.85
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-11-10,2805,224.0,7.99
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-11-17,3170,217.0,6.85
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-11-24,3909,265.0,6.78
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-12-01,3206,223.0,6.96
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-12-08,2472,177.0,7.16
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-12-15,2212,144.0,6.51
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-12-22,1063,56.0,5.27
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2025-12-29,1029,68.0,6.61
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-01-05,1082,78.0,7.21
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-01-12,2084,202.0,9.69
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-01-19,2893,187.0,6.46
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-01-26,2758,155.0,5.62
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-02-02,2377,146.0,6.14
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-02-09,2516,143.0,5.68
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-02-16,3163,184.0,5.82
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-02-23,3478,182.0,5.23
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-03-02,2559,166.0,6.49
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-03-09,2454,190.0,7.74
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-03-16,3652,233.0,6.38
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-03-23,2967,165.0,5.56
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-03-30,1636,92.0,5.62
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-04-06,1894,138.0,7.29
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-04-13,2094,116.0,5.54
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-04-20,1973,116.0,5.88
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-04-27,1813,106.0,5.85
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,,2026-05-04,1644,103.0,6.27
280034598,Domalenka.sk – GA4,a-sorger,,2024-03-04,14359,133.0,0.93
280034598,Domalenka.sk – GA4,a-sorger,,2024-03-11,33828,415.0,1.23
280034598,Domalenka.sk – GA4,a-sorger,,2024-03-18,30707,270.0,0.88
280034598,Domalenka.sk – GA4,a-sorger,,2024-03-25,37440,183.0,0.49
280034598,Domalenka.sk – GA4,a-sorger,,2024-04-01,33609,251.0,0.75
280034598,Domalenka.sk – GA4,a-sorger,,2024-04-08,31436,372.0,1.18
280034598,Domalenka.sk – GA4,a-sorger,,2024-04-15,31758,341.0,1.07
280034598,Domalenka.sk – GA4,a-sorger,,2024-04-22,32775,388.0,1.18
280034598,Domalenka.sk – GA4,a-sorger,,2024-04-29,34607,321.0,0.93
280034598,Domalenka.sk – GA4,a-sorger,,2024-05-06,32611,313.0,0.96
280034598,Domalenka.sk – GA4,a-sorger,,2024-05-13,30046,341.0,1.13
280034598,Domalenka.sk – GA4,a-sorger,,2024-05-20,30933,394.0,1.27
280034598,Domalenka.sk – GA4,a-sorger,,2024-05-27,28735,338.0,1.18
280034598,Domalenka.sk – GA4,a-sorger,,2024-06-03,30503,493.0,1.62
280034598,Domalenka.sk – GA4,a-sorger,,2024-06-10,37666,516.0,1.37
280034598,Domalenka.sk – GA4,a-sorger,,2024-06-17,36009,393.0,1.09
280034598,Domalenka.sk – GA4,a-sorger,,2024-06-24,36554,445.0,1.22
280034598,Domalenka.sk – GA4,a-sorger,,2024-07-01,48080,532.0,1.11
280034598,Domalenka.sk – GA4,a-sorger,,2024-07-08,54434,489.0,0.9
280034598,Domalenka.sk – GA4,a-sorger,,2024-07-15,55236,487.0,0.88
280034598,Domalenka.sk – GA4,a-sorger,,2024-07-22,57019,489.0,0.86
280034598,Domalenka.sk – GA4,a-sorger,,2024-07-29,59041,487.0,0.82
280034598,Domalenka.sk – GA4,a-sorger,,2024-08-05,62360,670.0,1.07
280034598,Domalenka.sk – GA4,a-sorger,,2024-08-12,59503,517.0,0.87
280034598,Domalenka.sk – GA4,a-sorger,,2024-08-19,52138,500.0,0.96
280034598,Domalenka.sk – GA4,a-sorger,,2024-08-26,51942,492.0,0.95
280034598,Domalenka.sk – GA4,a-sorger,,2024-09-02,38038,492.0,1.29
280034598,Domalenka.sk – GA4,a-sorger,,2024-09-09,34675,458.0,1.32
280034598,Domalenka.sk – GA4,a-sorger,,2024-09-16,33170,463.0,1.4
280034598,Domalenka.sk – GA4,a-sorger,,2024-09-23,33074,423.0,1.28
280034598,Domalenka.sk – GA4,a-sorger,,2024-09-30,32909,531.0,1.61
280034598,Domalenka.sk – GA4,a-sorger,,2024-10-07,34625,542.0,1.57
280034598,Domalenka.sk – GA4,a-sorger,,2024-10-14,36749,521.0,1.42
280034598,Domalenka.sk – GA4,a-sorger,,2024-10-21,35999,430.0,1.19
280034598,Domalenka.sk – GA4,a-sorger,,2024-10-28,40029,459.0,1.15
280034598,Domalenka.sk – GA4,a-sorger,,2024-11-04,36350,492.0,1.35
280034598,Domalenka.sk – GA4,a-sorger,,2024-11-11,35682,498.0,1.4
280034598,Domalenka.sk – GA4,a-sorger,,2024-11-18,31497,373.0,1.18
280034598,Domalenka.sk – GA4,a-sorger,,2024-11-25,28772,358.0,1.24
280034598,Domalenka.sk – GA4,a-sorger,,2024-12-02,25843,299.0,1.16
280034598,Domalenka.sk – GA4,a-sorger,,2024-12-09,25346,360.0,1.42
280034598,Domalenka.sk – GA4,a-sorger,,2024-12-16,25765,326.0,1.27
280034598,Domalenka.sk – GA4,a-sorger,,2024-12-23,40624,343.0,0.84
280034598,Domalenka.sk – GA4,a-sorger,,2024-12-30,39891,384.0,0.96
280034598,Domalenka.sk – GA4,a-sorger,,2025-01-06,36209,431.0,1.19
280034598,Domalenka.sk – GA4,a-sorger,,2025-01-13,37520,505.0,1.35
280034598,Domalenka.sk – GA4,a-sorger,,2025-01-20,34169,488.0,1.43
280034598,Domalenka.sk – GA4,a-sorger,,2025-01-27,34282,414.0,1.21
280034598,Domalenka.sk – GA4,a-sorger,,2025-02-03,36773,445.0,1.21
280034598,Domalenka.sk – GA4,a-sorger,,2025-02-10,36044,448.0,1.24
280034598,Domalenka.sk – GA4,a-sorger,,2025-02-17,36555,348.0,0.95
280034598,Domalenka.sk – GA4,a-sorger,,2025-02-24,37049,381.0,1.03
280034598,Domalenka.sk – GA4,a-sorger,,2025-03-03,41030,545.0,1.33
280034598,Domalenka.sk – GA4,a-sorger,,2025-03-10,33257,454.0,1.37
280034598,Domalenka.sk – GA4,a-sorger,,2025-03-17,33631,310.0,0.92
