property_id,property_name,parent_account,week_start,sessions,conversions,conv_rate
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-03-16,3539,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-03-23,3061,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-03-30,1636,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-04-06,1884,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-04-13,2100,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-04-20,1978,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-04-27,1802,0.0,0.0
304644039,NEFUNGUJE - GA4 - LEONESS,LEONESS,2026-05-04,1605,0.0,0.0
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-03-31,687,76.0,11.06
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-04-07,2106,350.0,16.62
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-04-14,1680,264.0,15.71
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-04-21,2384,364.0,15.27
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-04-28,1985,281.0,14.16
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-05-05,2111,348.0,16.49
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-05-12,1794,262.0,14.6
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-05-19,2152,318.0,14.78
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-05-26,1979,314.0,15.87
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-06-02,2121,276.0,13.01
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-06-09,1933,231.0,11.95
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-06-16,1817,316.0,17.39
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-06-23,651,98.0,15.05
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-06-30,652,32.0,4.91
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-07-07,1058,56.0,5.29
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-07-14,1086,49.0,4.51
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-07-21,724,32.0,4.42
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-07-28,793,38.0,4.79
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-08-04,844,26.0,3.08
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-08-11,717,40.0,5.58
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-08-18,1269,80.0,6.3
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-08-25,1681,121.0,7.2
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-09-01,1823,108.0,5.92
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-09-08,2233,160.0,7.17
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-09-15,1804,154.0,8.54
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-09-22,2610,189.0,7.24
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-09-29,1974,147.0,7.45
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-10-06,2700,217.0,8.04
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-10-13,2617,209.0,7.99
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-10-20,2839,181.0,6.38
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-10-27,2256,158.0,7.0
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-11-03,2522,198.0,7.85
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-11-10,2805,224.0,7.99
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-11-17,3170,217.0,6.85
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-11-24,3909,265.0,6.78
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-12-01,3206,223.0,6.96
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-12-08,2472,177.0,7.16
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-12-15,2212,144.0,6.51
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-12-22,1063,56.0,5.27
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2025-12-29,1029,68.0,6.61
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-01-05,1082,78.0,7.21
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-01-12,2084,202.0,9.69
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-01-19,2893,187.0,6.46
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-01-26,2758,155.0,5.62
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-02-02,2377,146.0,6.14
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-02-09,2516,143.0,5.68
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-02-16,3163,184.0,5.82
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-02-23,3478,182.0,5.23
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-03-02,2559,166.0,6.49
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-03-09,2454,190.0,7.74
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-03-16,3652,233.0,6.38
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-03-23,2967,165.0,5.56
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-03-30,1636,92.0,5.62
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-04-06,1894,138.0,7.29
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-04-13,2094,116.0,5.54
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-04-20,1973,116.0,5.88
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-04-27,1813,106.0,5.85
379472542,SPRÁVNY - GA4 - LEONESS - UA,LEONESS,2026-05-04,1629,103.0,6.32
280034598,Domalenka.sk – GA4,a-sorger,2025-03-31,13232,144.0,1.09
280034598,Domalenka.sk – GA4,a-sorger,2025-04-07,32729,323.0,0.99
280034598,Domalenka.sk – GA4,a-sorger,2025-04-14,36935,296.0,0.8
280034598,Domalenka.sk – GA4,a-sorger,2025-04-21,34819,299.0,0.86
280034598,Domalenka.sk – GA4,a-sorger,2025-04-28,35782,282.0,0.79
280034598,Domalenka.sk – GA4,a-sorger,2025-05-05,37330,337.0,0.9
280034598,Domalenka.sk – GA4,a-sorger,2025-05-12,34021,290.0,0.85
280034598,Domalenka.sk – GA4,a-sorger,2025-05-19,36335,393.0,1.08
280034598,Domalenka.sk – GA4,a-sorger,2025-05-26,35850,313.0,0.87
280034598,Domalenka.sk – GA4,a-sorger,2025-06-02,38373,350.0,0.91
280034598,Domalenka.sk – GA4,a-sorger,2025-06-09,42620,446.0,1.05
280034598,Domalenka.sk – GA4,a-sorger,2025-06-16,42922,472.0,1.1
280034598,Domalenka.sk – GA4,a-sorger,2025-06-23,42912,296.0,0.69
280034598,Domalenka.sk – GA4,a-sorger,2025-06-30,53719,362.0,0.67
280034598,Domalenka.sk – GA4,a-sorger,2025-07-07,49244,469.0,0.95
280034598,Domalenka.sk – GA4,a-sorger,2025-07-14,54828,473.0,0.86
280034598,Domalenka.sk – GA4,a-sorger,2025-07-21,63771,493.0,0.77
280034598,Domalenka.sk – GA4,a-sorger,2025-07-28,59629,497.0,0.83
280034598,Domalenka.sk – GA4,a-sorger,2025-08-04,65073,574.0,0.88
280034598,Domalenka.sk – GA4,a-sorger,2025-08-11,63449,560.0,0.88
280034598,Domalenka.sk – GA4,a-sorger,2025-08-18,56350,507.0,0.9
280034598,Domalenka.sk – GA4,a-sorger,2025-08-25,53311,468.0,0.88
280034598,Domalenka.sk – GA4,a-sorger,2025-09-01,39718,457.0,1.15
280034598,Domalenka.sk – GA4,a-sorger,2025-09-08,41201,484.0,1.17
280034598,Domalenka.sk – GA4,a-sorger,2025-09-15,40538,467.0,1.15
280034598,Domalenka.sk – GA4,a-sorger,2025-09-22,39022,598.0,1.53
280034598,Domalenka.sk – GA4,a-sorger,2025-09-29,35520,461.0,1.3
280034598,Domalenka.sk – GA4,a-sorger,2025-10-06,36908,492.0,1.33
280034598,Domalenka.sk – GA4,a-sorger,2025-10-13,34622,475.0,1.37
280034598,Domalenka.sk – GA4,a-sorger,2025-10-20,37531,511.0,1.36
280034598,Domalenka.sk – GA4,a-sorger,2025-10-27,36870,346.0,0.94
280034598,Domalenka.sk – GA4,a-sorger,2025-11-03,34243,444.0,1.3
280034598,Domalenka.sk – GA4,a-sorger,2025-11-10,32644,417.0,1.28
280034598,Domalenka.sk – GA4,a-sorger,2025-11-17,28170,345.0,1.22
280034598,Domalenka.sk – GA4,a-sorger,2025-11-24,27385,346.0,1.26
280034598,Domalenka.sk – GA4,a-sorger,2025-12-01,24375,328.0,1.35
280034598,Domalenka.sk – GA4,a-sorger,2025-12-08,22559,305.0,1.35
280034598,Domalenka.sk – GA4,a-sorger,2025-12-15,21485,279.0,1.3
280034598,Domalenka.sk – GA4,a-sorger,2025-12-22,28018,255.0,0.91
280034598,Domalenka.sk – GA4,a-sorger,2025-12-29,33354,260.0,0.78
280034598,Domalenka.sk – GA4,a-sorger,2026-01-05,30554,354.0,1.16
280034598,Domalenka.sk – GA4,a-sorger,2026-01-12,29718,411.0,1.38
280034598,Domalenka.sk – GA4,a-sorger,2026-01-19,31326,374.0,1.19
280034598,Domalenka.sk – GA4,a-sorger,2026-01-26,32757,425.0,1.3
280034598,Domalenka.sk – GA4,a-sorger,2026-02-02,32577,446.0,1.37
280034598,Domalenka.sk – GA4,a-sorger,2026-02-09,32691,401.0,1.23
280034598,Domalenka.sk – GA4,a-sorger,2026-02-16,31598,364.0,1.15
280034598,Domalenka.sk – GA4,a-sorger,2026-02-23,32321,330.0,1.02
280034598,Domalenka.sk – GA4,a-sorger,2026-03-02,27442,259.0,0.94
280034598,Domalenka.sk – GA4,a-sorger,2026-03-09,28771,370.0,1.29
280034598,Domalenka.sk – GA4,a-sorger,2026-03-16,29231,351.0,1.2
280034598,Domalenka.sk – GA4,a-sorger,2026-03-23,29002,254.0,0.88
280034598,Domalenka.sk – GA4,a-sorger,2026-03-30,30069,153.0,0.51
280034598,Domalenka.sk – GA4,a-sorger,2026-04-06,30639,245.0,0.8
280034598,Domalenka.sk – GA4,a-sorger,2026-04-13,26410,270.0,1.02
280034598,Domalenka.sk – GA4,a-sorger,2026-04-20,25646,251.0,0.98
280034598,Domalenka.sk – GA4,a-sorger,2026-04-27,26333,225.0,0.85
280034598,Domalenka.sk – GA4,a-sorger,2026-05-04,15807,151.0,0.96
313305025,Domalenka.cz – GA4,a-sorger,2025-03-31,790,16.0,2.03
313305025,Domalenka.cz – GA4,a-sorger,2025-04-07,1915,64.0,3.34
313305025,Domalenka.cz – GA4,a-sorger,2025-04-14,2581,44.0,1.7
313305025,Domalenka.cz – GA4,a-sorger,2025-04-21,2322,41.0,1.77
313305025,Domalenka.cz – GA4,a-sorger,2025-04-28,2543,38.0,1.49
313305025,Domalenka.cz – GA4,a-sorger,2025-05-05,2676,59.0,2.2
313305025,Domalenka.cz – GA4,a-sorger,2025-05-12,2614,42.0,1.61
313305025,Domalenka.cz – GA4,a-sorger,2025-05-19,2509,47.0,1.87
313305025,Domalenka.cz – GA4,a-sorger,2025-05-26,2718,48.0,1.77
313305025,Domalenka.cz – GA4,a-sorger,2025-06-02,2881,68.0,2.36
313305025,Domalenka.cz – GA4,a-sorger,2025-06-09,3391,57.0,1.68
313305025,Domalenka.cz – GA4,a-sorger,2025-06-16,3707,76.0,2.05
313305025,Domalenka.cz – GA4,a-sorger,2025-06-23,4096,77.0,1.88
313305025,Domalenka.cz – GA4,a-sorger,2025-06-30,4659,67.0,1.44
313305025,Domalenka.cz – GA4,a-sorger,2025-07-07,5590,89.0,1.59
313305025,Domalenka.cz – GA4,a-sorger,2025-07-14,6378,76.0,1.19
313305025,Domalenka.cz – GA4,a-sorger,2025-07-21,6791,98.0,1.44
313305025,Domalenka.cz – GA4,a-sorger,2025-07-28,6346,96.0,1.51
313305025,Domalenka.cz – GA4,a-sorger,2025-08-04,6349,92.0,1.45
313305025,Domalenka.cz – GA4,a-sorger,2025-08-11,6052,124.0,2.05
313305025,Domalenka.cz – GA4,a-sorger,2025-08-18,5326,91.0,1.71
313305025,Domalenka.cz – GA4,a-sorger,2025-08-25,3980,63.0,1.58
313305025,Domalenka.cz – GA4,a-sorger,2025-09-01,3309,93.0,2.81
313305025,Domalenka.cz – GA4,a-sorger,2025-09-08,3131,58.0,1.85
313305025,Domalenka.cz – GA4,a-sorger,2025-09-15,2831,56.0,1.98
313305025,Domalenka.cz – GA4,a-sorger,2025-09-22,2635,68.0,2.58
313305025,Domalenka.cz – GA4,a-sorger,2025-09-29,2182,36.0,1.65
313305025,Domalenka.cz – GA4,a-sorger,2025-10-06,2425,47.0,1.94
313305025,Domalenka.cz – GA4,a-sorger,2025-10-13,2782,57.0,2.05
313305025,Domalenka.cz – GA4,a-sorger,2025-10-20,3673,91.0,2.48
313305025,Domalenka.cz – GA4,a-sorger,2025-10-27,2776,40.0,1.44
313305025,Domalenka.cz – GA4,a-sorger,2025-11-03,1983,41.0,2.07
313305025,Domalenka.cz – GA4,a-sorger,2025-11-10,2167,25.0,1.15
313305025,Domalenka.cz – GA4,a-sorger,2025-11-17,1623,38.0,2.34
313305025,Domalenka.cz – GA4,a-sorger,2025-11-24,1420,23.0,1.62
313305025,Domalenka.cz – GA4,a-sorger,2025-12-01,1311,26.0,1.98
313305025,Domalenka.cz – GA4,a-sorger,2025-12-08,1389,17.0,1.22
313305025,Domalenka.cz – GA4,a-sorger,2025-12-15,1437,32.0,2.23
313305025,Domalenka.cz – GA4,a-sorger,2025-12-22,2237,35.0,1.56
313305025,Domalenka.cz – GA4,a-sorger,2025-12-29,2389,30.0,1.26
313305025,Domalenka.cz – GA4,a-sorger,2026-01-05,1983,40.0,2.02
313305025,Domalenka.cz – GA4,a-sorger,2026-01-12,2224,36.0,1.62
313305025,Domalenka.cz – GA4,a-sorger,2026-01-19,2045,48.0,2.35
313305025,Domalenka.cz – GA4,a-sorger,2026-01-26,2089,52.0,2.49
313305025,Domalenka.cz – GA4,a-sorger,2026-02-02,1914,22.0,1.15
313305025,Domalenka.cz – GA4,a-sorger,2026-02-09,1895,61.0,3.22
313305025,Domalenka.cz – GA4,a-sorger,2026-02-16,1907,22.0,1.15
313305025,Domalenka.cz – GA4,a-sorger,2026-02-23,1956,32.0,1.64
313305025,Domalenka.cz – GA4,a-sorger,2026-03-02,1889,25.0,1.32
313305025,Domalenka.cz – GA4,a-sorger,2026-03-09,1846,45.0,2.44
313305025,Domalenka.cz – GA4,a-sorger,2026-03-16,1830,25.0,1.37
313305025,Domalenka.cz – GA4,a-sorger,2026-03-23,1696,22.0,1.3
313305025,Domalenka.cz – GA4,a-sorger,2026-03-30,2157,32.0,1.48
313305025,Domalenka.cz – GA4,a-sorger,2026-04-06,1890,20.0,1.06
313305025,Domalenka.cz – GA4,a-sorger,2026-04-13,1699,30.0,1.77
313305025,Domalenka.cz – GA4,a-sorger,2026-04-20,1836,60.0,3.27
313305025,Domalenka.cz – GA4,a-sorger,2026-04-27,2226,38.0,1.71
313305025,Domalenka.cz – GA4,a-sorger,2026-05-04,1438,40.0,2.78
326693037,http://www.kupele.org – GA4,a-sorger,2025-03-31,677,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2025-04-07,1847,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2025-04-14,868,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2025-04-21,2,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2025-05-05,1,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2026-01-12,2,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2026-01-19,3,0.0,0.0
326693037,http://www.kupele.org – GA4,a-sorger,2026-03-23,2,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-03-31,606,5.0,0.83
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-04-07,1398,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-04-14,1345,3.0,0.22
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-04-21,1440,9.0,0.62
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-04-28,1691,5.0,0.3
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-05-05,1912,7.0,0.37
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-05-12,1881,2.0,0.11
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-05-19,2138,6.0,0.28
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-05-26,2584,6.0,0.23
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-06-02,4787,8.0,0.17
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-06-09,6306,51.0,0.81
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-06-16,6387,32.0,0.5
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-06-23,6396,25.0,0.39
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-06-30,7550,18.0,0.24
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-07-07,8586,48.0,0.56
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-07-14,11825,86.0,0.73
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-07-21,10309,58.0,0.56
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-07-28,9695,83.0,0.86
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-08-04,9189,105.0,1.14
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-08-11,8294,69.0,0.83
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-08-18,6750,59.0,0.87
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-08-25,6638,53.0,0.8
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-09-01,5252,47.0,0.89
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-09-08,4175,51.0,1.22
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-09-15,2893,13.0,0.45
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-09-22,1048,1.0,0.1
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-09-29,882,2.0,0.23
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-10-06,1069,1.0,0.09
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-10-13,897,1.0,0.11
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-10-20,1120,5.0,0.45
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-10-27,899,3.0,0.33
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-11-03,866,4.0,0.46
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-11-10,1048,1.0,0.1
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-11-17,871,2.0,0.23
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-11-24,963,2.0,0.21
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-12-01,945,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-12-08,1470,2.0,0.14
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-12-15,2081,3.0,0.14
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-12-22,2584,12.0,0.46
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2025-12-29,2065,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-01-05,1145,1.0,0.09
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-01-12,1162,2.0,0.17
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-01-19,1220,4.0,0.33
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-01-26,1600,2.0,0.12
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-02-02,1254,3.0,0.24
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-02-09,1143,1.0,0.09
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-02-16,1622,3.0,0.18
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-02-23,1698,3.0,0.18
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-03-02,858,1.0,0.12
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-03-09,831,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-03-16,769,2.0,0.26
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-03-23,718,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-03-30,802,1.0,0.12
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-04-06,651,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-04-13,700,2.0,0.29
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-04-20,790,4.0,0.51
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-04-27,839,0.0,0.0
411060742,Dovolenka.domalenka.sk – GA4,a-sorger,2026-05-04,558,3.0,0.54
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-03-31,4630,76.0,1.64
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-04-07,11483,238.0,2.07
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-04-14,10160,185.0,1.82
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-04-21,14337,297.0,2.07
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-04-28,14090,321.0,2.28
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-05-05,14840,316.0,2.13
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-05-12,13543,318.0,2.35
294713166,Olivie.sk - GA4,OLIVIE.cz,2025-05-19,14262,325.0,2.28
